Crank_Angle_(deg)	MFB_(%)
0.000000	0.000000
14.275748	0.001001
15.802585	0.002002
16.808061	0.003003
17.572094	0.004004
18.186011	0.005005
18.702342	0.006006
19.150659	0.007007
19.545629	0.008008
19.901207	0.009009
20.222594	0.010010
20.521382	0.011011
20.799794	0.012012
21.063731	0.013013
21.314352	0.014014
21.552761	0.015015
21.781689	0.016016
22.001141	0.017017
22.216114	0.018018
22.424860	0.019019
22.625591	0.020020
22.819876	0.021021
23.010864	0.022022
23.197807	0.023023
23.380383	0.024024
23.558513	0.025025
23.733493	0.026026
23.903644	0.027027
24.071076	0.028028
24.236344	0.029029
24.396984	0.030030
24.555382	0.031031
24.708933	0.032032
24.861379	0.033033
25.012235	0.034034
25.162829	0.035035
25.311584	0.036036
25.459888	0.037037
25.605880	0.038038
25.751522	0.039039
25.896917	0.040040
26.039547	0.041041
26.181531	0.042042
26.322690	0.043043
26.463323	0.044044
26.602375	0.045045
26.740454	0.046046
26.877843	0.047047
27.015316	0.048048
27.148662	0.049049
27.284319	0.050050
27.419907	0.051051
27.554877	0.052052
27.690530	0.053053
27.826823	0.054054
27.963282	0.055055
28.099602	0.056056
28.236864	0.057057
28.373661	0.058058
28.510479	0.059059
28.648423	0.060060
28.784929	0.061061
28.920080	0.062062
29.054817	0.063063
29.191052	0.064064
29.324967	0.065065
29.458337	0.066066
29.590607	0.067067
29.723733	0.068068
29.855913	0.069069
29.984847	0.070070
30.116099	0.071071
30.252968	0.072072
30.390498	0.073073
30.527455	0.074074
30.658621	0.075075
30.794397	0.076076
30.930113	0.077077
31.063524	0.078078
31.198217	0.079079
31.330268	0.080080
31.464513	0.081081
31.600216	0.082082
31.731891	0.083083
31.861413	0.084084
31.990560	0.085085
32.120471	0.086086
32.250511	0.087087
32.375728	0.088088
32.499761	0.089089
32.628405	0.090090
32.758946	0.091091
32.888820	0.092092
33.018113	0.093093
33.147905	0.094094
33.277915	0.095095
33.408501	0.096096
33.539656	0.097097
33.669753	0.098098
33.799763	0.099099
33.929641	0.100100
34.058575	0.101101
34.187509	0.102102
34.319318	0.103103
34.449765	0.104104
34.579045	0.105105
34.708098	0.106106
34.836774	0.107107
34.964979	0.108108
35.093505	0.109109
35.222416	0.110110
35.351140	0.111111
35.480784	0.112112
35.611822	0.113113
35.745780	0.114114
35.877888	0.115115
36.011107	0.116116
36.146558	0.117117
36.282706	0.118118
36.419259	0.119119
36.556789	0.120120
36.691521	0.121121
36.825345	0.122122
36.964081	0.123123
37.103299	0.124124
37.241672	0.125125
37.380082	0.126126
37.518863	0.127127
37.657755	0.128128
37.790750	0.129129
37.929283	0.130130
38.070489	0.131131
38.211422	0.132132
38.354533	0.133133
38.496150	0.134134
38.637907	0.135135
38.781853	0.136136
38.926140	0.137137
39.069631	0.138138
39.212920	0.139139
39.356209	0.140140
39.502906	0.141141
39.649305	0.142142
39.794459	0.143143
39.940547	0.144144
40.087130	0.145145
40.233813	0.146146
40.381278	0.147147
40.527473	0.148148
40.674130	0.149149
40.823500	0.150150
40.972748	0.151151
41.122358	0.152152
41.272966	0.153153
41.424393	0.154154
41.574533	0.155155
41.725802	0.156156
41.878417	0.157157
42.030110	0.158158
42.180110	0.159159
42.332556	0.160160
42.486773	0.161161
42.638669	0.162162
42.793391	0.163163
42.947600	0.164164
43.102816	0.165165
43.258633	0.166166
43.414351	0.167167
43.570927	0.168168
43.727380	0.169169
43.885162	0.170170
44.042454	0.171171
44.201848	0.172172
44.360636	0.173173
44.520228	0.174174
44.680021	0.175175
44.839001	0.176176
44.998658	0.177177
45.158958	0.178178
45.317121	0.179179
45.475185	0.180180
45.639114	0.181181
45.800955	0.182182
45.964034	0.183183
46.128128	0.184184
46.288962	0.185185
46.451553	0.186186
46.616096	0.187187
46.782314	0.188188
46.946978	0.189189
47.112055	0.190190
47.277919	0.191191
47.442392	0.192192
47.607830	0.193193
47.772999	0.194194
47.939046	0.195195
48.105015	0.196196
48.272675	0.197197
48.439439	0.198198
48.606113	0.199199
48.775173	0.200200
48.943095	0.201201
49.111875	0.202202
49.280633	0.203203
49.449556	0.204204
49.619315	0.205205
49.788909	0.206206
49.959391	0.207207
50.130262	0.208208
50.300469	0.209209
50.470334	0.210210
50.642329	0.211211
50.813476	0.212212
50.985178	0.213213
51.157894	0.214214
51.329922	0.215215
51.501883	0.216216
51.674725	0.217217
51.848248	0.218218
52.020301	0.219219
52.193535	0.220220
52.367845	0.221221
52.543144	0.222222
52.716002	0.223223
52.890474	0.224224
53.065683	0.225225
53.241015	0.226226
53.415412	0.227227
53.590636	0.228228
53.764927	0.229229
53.941271	0.230230
54.117230	0.231231
54.291917	0.232232
54.468727	0.233233
54.645025	0.234234
54.820123	0.235235
54.996797	0.236236
55.172069	0.237237
55.347359	0.238238
55.523880	0.239239
55.698933	0.240240
55.874710	0.241241
56.050486	0.242242
56.225912	0.243243
56.403978	0.244244
56.581182	0.245245
56.756976	0.246246
56.932545	0.247247
57.108115	0.248248
57.283818	0.249249
57.460135	0.250250
57.636022	0.251251
57.812630	0.252252
57.990177	0.253253
58.166135	0.254254
58.343153	0.255255
58.520805	0.256256
58.696664	0.257257
58.874221	0.258258
59.049878	0.259259
59.224884	0.260260
59.402059	0.261261
59.577592	0.262262
59.754720	0.263263
59.929639	0.264264
60.104459	0.265265
60.279401	0.266266
60.454956	0.267267
60.630291	0.268268
60.805922	0.269269
60.982003	0.270270
61.156718	0.271271
61.331216	0.272272
61.506818	0.273273
61.682608	0.274274
61.857976	0.275275
62.033020	0.276276
62.208274	0.277277
62.382757	0.278278
62.557501	0.279279
62.731459	0.280280
62.904850	0.281281
63.077212	0.282282
63.249448	0.283283
63.422091	0.284284
63.594851	0.285285
63.767265	0.286286
63.940293	0.287287
64.113733	0.288288
64.285655	0.289289
64.457636	0.290290
64.629915	0.291291
64.802530	0.292292
64.973804	0.293293
65.145024	0.294294
65.316056	0.295295
65.488080	0.296296
65.657912	0.297297
65.828364	0.298298
65.998905	0.299299
66.169582	0.300300
66.340120	0.301301
66.510052	0.302302
66.680504	0.303303
66.850586	0.304304
67.018310	0.305305
67.186132	0.306306
67.355694	0.307307
67.524439	0.308308
67.692589	0.309309
67.860259	0.310310
68.028848	0.311311
68.195789	0.312312
68.362414	0.313313
68.528415	0.314314
68.695144	0.315315
68.862035	0.316316
69.028038	0.317317
69.194372	0.318318
69.359694	0.319319
69.523314	0.320320
69.687325	0.321321
69.851999	0.322322
70.017343	0.323323
70.180742	0.324324
70.344189	0.325325
70.507633	0.326326
70.670654	0.327327
70.833523	0.328328
70.996189	0.329329
71.157450	0.330330
71.318644	0.331331
71.479730	0.332332
71.640922	0.333333
71.802141	0.334334
71.962256	0.335335
72.122370	0.336336
72.281576	0.337337
72.440299	0.338338
72.599448	0.339339
72.757863	0.340340
72.916632	0.341341
73.074931	0.342342
73.232280	0.343343
73.390429	0.344344
73.548177	0.345345
73.706937	0.346346
73.863261	0.347347
74.019217	0.348348
74.174739	0.349349
74.331143	0.350350
74.486833	0.351351
74.640921	0.352352
74.797227	0.353353
74.951955	0.354354
75.105225	0.355355
75.258070	0.356356
75.411800	0.357357
75.566800	0.358358
75.718687	0.359359
75.870926	0.360360
76.022528	0.361361
76.173771	0.362362
76.325804	0.363363
76.476918	0.364364
76.627153	0.365365
76.778653	0.366366
76.930471	0.367367
77.079210	0.368368
77.227846	0.369369
77.376859	0.370370
77.525402	0.371371
77.674076	0.372372
77.823172	0.373373
77.970581	0.374374
78.117963	0.375375
78.264812	0.376376
78.411319	0.377377
78.557986	0.378378
78.704097	0.379379
78.849673	0.380380
78.995896	0.381381
79.141304	0.382382
79.288021	0.383383
79.432869	0.384384
79.575965	0.385385
79.720541	0.386386
79.865200	0.387387
80.010627	0.388388
80.153515	0.389389
80.296499	0.390390
80.441064	0.391391
80.583377	0.392392
80.727684	0.393393
80.871566	0.394394
81.013604	0.395395
81.154732	0.396396
81.295815	0.397397
81.436517	0.398398
81.577189	0.399399
81.717771	0.400400
81.859433	0.401401
81.999980	0.402402
82.141142	0.403403
82.280799	0.404404
82.420828	0.405405
82.560169	0.406406
82.699567	0.407407
82.837667	0.408408
82.975972	0.409409
83.114015	0.410410
83.253261	0.411411
83.391659	0.412412
83.528776	0.413413
83.665668	0.414414
83.804814	0.415415
83.941141	0.416416
84.077858	0.417417
84.215868	0.418418
84.351804	0.419419
84.489297	0.420420
84.624953	0.421421
84.761259	0.422422
84.898492	0.423423
85.033756	0.424424
85.168016	0.425425
85.302969	0.426426
85.437887	0.427427
85.571486	0.428428
85.704754	0.429429
85.838713	0.430430
