Crank_Angle_(deg)	MFB_(%)
-0.510000	0.000000
9.234322	0.001001
9.288364	0.002002
9.328567	0.003003
9.364285	0.004004
9.380017	0.005005
9.388304	0.006006
9.395035	0.007007
9.401701	0.008008
9.408367	0.009009
9.415033	0.010010
9.421699	0.011011
9.426634	0.012012
9.431212	0.013013
9.435725	0.014014
9.440238	0.015015
9.444751	0.016016
9.449264	0.017017
9.453777	0.018018
9.458290	0.019019
9.462803	0.020020
9.466300	0.021021
9.469073	0.022022
9.471824	0.023023
9.474518	0.024024
9.477212	0.025025
9.479906	0.026026
9.482600	0.027027
9.485294	0.028028
9.487988	0.029029
9.490682	0.030030
9.493376	0.031031
9.496070	0.032032
9.498764	0.033033
9.501458	0.034034
9.504152	0.035035
9.506846	0.036036
9.509540	0.037037
9.512233	0.038038
9.514510	0.039039
9.516515	0.040040
9.518518	0.041041
9.520487	0.042042
9.522457	0.043043
9.524426	0.044044
9.526396	0.045045
9.528365	0.046046
9.530335	0.047047
9.532304	0.048048
9.534274	0.049049
9.536244	0.050050
9.538213	0.051051
9.540183	0.052052
9.542152	0.053053
9.544122	0.054054
9.546091	0.055055
9.548061	0.056056
9.550030	0.057057
9.552000	0.058058
9.553969	0.059059
9.555939	0.060060
9.557908	0.061061
9.559878	0.062062
9.561847	0.063063
9.563817	0.064064
9.565787	0.065065
9.567756	0.066066
9.569726	0.067067
9.571448	0.068068
9.573105	0.069069
9.574756	0.070070
9.576401	0.071071
9.578046	0.072072
9.579691	0.073073
9.581336	0.074074
9.582980	0.075075
9.584625	0.076076
9.586270	0.077077
9.587915	0.078078
9.589560	0.079079
9.591205	0.080080
9.592849	0.081081
9.594494	0.082082
9.596139	0.083083
9.597784	0.084084
9.599429	0.085085
9.601074	0.086086
9.602718	0.087087
9.604363	0.088088
9.606008	0.089089
9.607653	0.090090
9.609298	0.091091
9.610943	0.092092
9.612587	0.093093
9.614232	0.094094
9.615877	0.095095
9.617522	0.096096
9.619167	0.097097
9.620811	0.098098
9.622456	0.099099
9.624101	0.100100
9.625746	0.101101
9.627391	0.102102
9.629036	0.103103
9.630545	0.104104
9.631910	0.105105
9.633262	0.106106
9.634614	0.107107
9.635967	0.108108
9.637319	0.109109
9.638671	0.110110
9.640023	0.111111
9.641375	0.112112
9.642728	0.113113
9.644080	0.114114
9.645432	0.115115
9.646784	0.116116
9.648137	0.117117
9.649489	0.118118
9.650841	0.119119
9.652193	0.120120
9.653546	0.121121
9.654898	0.122122
9.656250	0.123123
9.657602	0.124124
9.658955	0.125125
9.660307	0.126126
9.661659	0.127127
9.663011	0.128128
9.664364	0.129129
9.665716	0.130130
9.667068	0.131131
9.668420	0.132132
9.669773	0.133133
9.671125	0.134134
9.672477	0.135135
9.673829	0.136136
9.675182	0.137137
9.676534	0.138138
9.677886	0.139139
9.679238	0.140140
9.680591	0.141141
9.681943	0.142142
9.683295	0.143143
9.684647	0.144144
9.686000	0.145145
9.687352	0.146146
9.688704	0.147147
9.690056	0.148148
9.691409	0.149149
9.692761	0.150150
9.694113	0.151151
9.695465	0.152152
9.696811	0.153153
9.698063	0.154154
9.698990	0.155155
9.699917	0.156156
9.700725	0.157157
9.701506	0.158158
9.702287	0.159159
9.703068	0.160160
9.703849	0.161161
9.704630	0.162162
9.705411	0.163163
9.706191	0.164164
9.706972	0.165165
9.707753	0.166166
9.708534	0.167167
9.709315	0.168168
9.710096	0.169169
9.710877	0.170170
9.711658	0.171171
9.712439	0.172172
9.713220	0.173173
9.714001	0.174174
9.714782	0.175175
9.715562	0.176176
9.716343	0.177177
9.717124	0.178178
9.717905	0.179179
9.718686	0.180180
9.719467	0.181181
9.720248	0.182182
9.721029	0.183183
9.721810	0.184184
9.722591	0.185185
9.723372	0.186186
9.724152	0.187187
9.724933	0.188188
9.725714	0.189189
9.726495	0.190190
9.727276	0.191191
9.728057	0.192192
9.728838	0.193193
9.729619	0.194194
9.730400	0.195195
9.731181	0.196196
9.731962	0.197197
9.732742	0.198198
9.733523	0.199199
9.734304	0.200200
9.735085	0.201201
9.735866	0.202202
9.736647	0.203203
9.737428	0.204204
9.738209	0.205205
9.738990	0.206206
9.739771	0.207207
9.740552	0.208208
9.741333	0.209209
9.742112	0.210210
9.742887	0.211211
9.743662	0.212212
9.744436	0.213213
9.745211	0.214214
9.745986	0.215215
9.746760	0.216216
9.747535	0.217217
9.748310	0.218218
9.749084	0.219219
9.749859	0.220220
9.750634	0.221221
9.751408	0.222222
9.752183	0.223223
9.752958	0.224224
9.753649	0.225225
9.754100	0.226226
9.754552	0.227227
9.755004	0.228228
9.755456	0.229229
9.755907	0.230230
9.756359	0.231231
9.756811	0.232232
9.757263	0.233233
9.757714	0.234234
9.758166	0.235235
9.758618	0.236236
9.759070	0.237237
9.759521	0.238238
9.759973	0.239239
9.760425	0.240240
9.760877	0.241241
9.761329	0.242242
9.761780	0.243243
