Crank_Angle_(deg)	MFB_(%)
0.000000	0.000000
0.140140	0.000000
0.280280	0.000000
0.420420	0.000000
0.560561	0.000000
0.700701	0.000000
0.840841	0.000000
0.980981	0.000000
1.121121	0.000000
1.261261	0.000000
1.401401	0.000000
1.541542	0.000000
1.681682	0.000000
1.821822	0.000000
1.961962	0.000000
2.102102	0.000000
2.242242	0.000000
2.382382	0.000000
2.522523	0.000000
2.662663	0.000000
2.802803	0.000000
2.942943	0.000000
3.083083	0.000000
3.223223	0.000000
3.363363	0.000000
3.503504	0.000000
3.643644	0.000000
3.783784	0.000000
3.923924	0.000000
4.064064	0.000000
4.204204	0.000000
4.344344	0.000000
4.484484	0.000000
4.624625	0.000001
4.764765	0.000001
4.904905	0.000001
5.045045	0.000001
5.185185	0.000001
5.325325	0.000001
5.465465	0.000001
5.605606	0.000001
5.745746	0.000001
5.885886	0.000001
6.026026	0.000001
6.166166	0.000001
6.306306	0.000001
6.446446	0.000001
6.586587	0.000001
6.726727	0.000001
6.866867	0.000001
7.007007	0.000001
7.147147	0.000001
7.287287	0.000001
7.427427	0.000001
7.567568	0.000001
7.707708	0.000001
7.847848	0.000001
7.987988	0.000001
8.128128	0.000001
8.268268	0.000001
8.408408	0.000001
8.548549	0.000001
8.688689	0.000001
8.828829	0.000001
8.968969	0.000001
9.109109	0.000001
9.249249	0.000001
9.389389	0.000001
9.529530	0.000001
9.669670	0.000001
9.809810	0.000001
9.949950	0.000001
10.090090	0.000013
10.230230	0.000063
10.370370	0.000111
10.510511	0.000171
10.650651	0.000243
10.790791	0.000325
10.930931	0.000420
11.071071	0.000534
11.211211	0.000659
11.351351	0.000785
11.491491	0.000928
11.631632	0.001085
11.771772	0.001262
11.911912	0.001463
12.052052	0.001721
12.192192	0.002016
12.332332	0.002426
12.472472	0.003038
12.612613	0.003777
12.752753	0.004629
12.892893	0.005551
13.033033	0.006510
13.173173	0.007564
13.313313	0.008709
13.453453	0.010197
13.593594	0.011934
13.733734	0.013738
13.873874	0.015853
14.014014	0.018479
14.154154	0.021338
14.294294	0.025028
14.434434	0.030478
14.574575	0.036700
14.714715	0.044099
14.854855	0.053258
14.994995	0.063504
15.135135	0.075063
15.275275	0.087857
15.415415	0.101828
15.555556	0.117023
15.695696	0.132641
15.835836	0.147946
15.975976	0.161790
16.116116	0.174007
16.256256	0.184799
16.396396	0.195017
16.536537	0.204968
16.676677	0.215239
16.816817	0.227154
16.956957	0.242530
17.097097	0.261892
17.237237	0.285093
17.377377	0.309147
17.517518	0.330611
17.657658	0.348299
17.797798	0.364147
17.937938	0.380602
18.078078	0.397528
18.218218	0.413940
18.358358	0.431690
18.498498	0.453368
18.638639	0.479876
18.778779	0.508647
18.918919	0.536920
19.059059	0.561820
19.199199	0.585835
19.339339	0.609458
19.479479	0.630875
19.619620	0.650228
19.759760	0.668875
19.899900	0.691246
20.040040	0.718923
20.180180	0.745966
20.320320	0.769527
20.460460	0.790875
20.600601	0.813914
20.740741	0.835095
20.880881	0.851828
21.021021	0.863820
21.161161	0.875840
21.301301	0.890390
21.441441	0.903629
21.581582	0.914670
21.721722	0.924133
21.861862	0.932302
22.002002	0.939697
22.142142	0.945761
22.282282	0.950280
22.422422	0.953538
22.562563	0.956867
22.702703	0.961014
22.842843	0.964901
22.982983	0.967919
23.123123	0.970383
23.263263	0.972546
23.403403	0.974731
23.543544	0.976495
23.683684	0.977929
23.823824	0.979295
23.963964	0.980968
24.104104	0.982751
24.244244	0.984487
24.384384	0.985951
24.524525	0.987054
24.664665	0.988134
24.804805	0.989253
24.944945	0.990189
25.085085	0.990942
25.225225	0.991613
25.365365	0.992258
25.505506	0.992877
25.645646	0.993462
25.785786	0.993982
25.925926	0.994384
26.066066	0.994776
26.206206	0.995147
26.346346	0.995472
26.486486	0.995787
26.626627	0.996064
26.766767	0.996327
26.906907	0.996531
27.047047	0.996734
27.187187	0.996934
27.327327	0.997105
27.467467	0.997262
27.607608	0.997430
27.747748	0.997615
27.887888	0.997779
28.028028	0.997916
28.168168	0.998024
28.308308	0.998120
28.448448	0.998203
28.588589	0.998275
28.728729	0.998325
28.868869	0.998375
29.009009	0.998421
29.149149	0.998470
29.289289	0.998514
29.429429	0.998557
29.569570	0.998597
29.709710	0.998631
29.849850	0.998666
29.989990	0.998695
30.130130	0.998722
30.270270	0.998747
30.410410	0.998772
30.550551	0.998794
30.690691	0.998814
30.830831	0.998834
30.970971	0.998853
31.111111	0.998874
31.251251	0.998895
31.391391	0.998914
31.531532	0.998933
31.671672	0.998949
31.811812	0.998964
31.951952	0.998979
32.092092	0.998992
32.232232	0.999005
32.372372	0.999019
32.512513	0.999033
32.652653	0.999047
32.792793	0.999062
32.932933	0.999076
33.073073	0.999090
33.213213	0.999102
33.353353	0.999114
33.493493	0.999125
33.633634	0.999136
33.773774	0.999147
33.913914	0.999159
34.054054	0.999171
