Crank_Angle_(deg)	MFB_(%)
-7.350000	0.000000
-2.338322	0.001001
-1.583370	0.002002
-1.131320	0.003003
-0.806797	0.004004
-0.546689	0.005005
-0.327598	0.006006
-0.141803	0.007007
0.022160	0.008008
0.168871	0.009009
0.299037	0.010010
0.416425	0.011011
0.526897	0.012012
0.628366	0.013013
0.725487	0.014014
0.814341	0.015015
0.899569	0.016016
0.978404	0.017017
1.051737	0.018018
1.122996	0.019019
1.188699	0.020020
1.249646	0.021021
1.307887	0.022022
1.364582	0.023023
1.419135	0.024024
1.471457	0.025025
1.520394	0.026026
1.568890	0.027027
1.616639	0.028028
1.661033	0.029029
1.704421	0.030030
1.746072	0.031031
1.787242	0.032032
1.827757	0.033033
1.867360	0.034034
1.903891	0.035035
1.940506	0.036036
1.977815	0.037037
2.014426	0.038038
2.049771	0.039039
2.084918	0.040040
2.119229	0.041041
2.152349	0.042042
2.184119	0.043043
2.215778	0.044044
2.246307	0.045045
2.276403	0.046046
2.306461	0.047047
2.336749	0.048048
2.366726	0.049049
2.395671	0.050050
2.424553	0.051051
2.453128	0.052052
2.481289	0.053053
2.509178	0.054054
2.536355	0.055055
2.563398	0.056056
2.590344	0.057057
2.616627	0.058058
2.642197	0.059059
2.667933	0.060060
2.694275	0.061061
2.720618	0.062062
2.746180	0.063063
2.771033	0.064064
2.795797	0.065065
2.820489	0.066066
2.845068	0.067067
2.869549	0.068068
2.893171	0.069069
2.916554	0.070070
2.939898	0.071071
2.963324	0.072072
2.987408	0.073073
3.011625	0.074074
3.035418	0.075075
3.057915	0.076076
3.080390	0.077077
3.102925	0.078078
3.125751	0.079079
3.148106	0.080080
3.170238	0.081081
3.192296	0.082082
3.214489	0.083083
3.236683	0.084084
3.258654	0.085085
3.280626	0.086086
3.302646	0.087087
3.324672	0.088088
3.346492	0.089089
3.368264	0.090090
3.390037	0.091091
3.411204	0.092092
3.431977	0.093093
3.452730	0.094094
3.473469	0.095095
3.494352	0.096096
3.515279	0.097097
3.536206	0.098098
3.557235	0.099099
3.578386	0.100100
3.599533	0.101101
3.620511	0.102102
3.640543	0.103103
3.660504	0.104104
3.680376	0.105105
3.700212	0.106106
3.720188	0.107107
3.740144	0.108108
3.760040	0.109109
3.779989	0.110110
3.799978	0.111111
3.819969	0.112112
3.839960	0.113113
3.859590	0.114114
3.879219	0.115115
3.898729	0.116116
3.918221	0.117117
3.937675	0.118118
3.957082	0.119119
3.976439	0.120120
3.995720	0.121121
4.014976	0.122122
4.034182	0.123123
4.053345	0.124124
4.072621	0.125125
4.092075	0.126126
4.111529	0.127127
4.130945	0.128128
4.149816	0.129129
4.168495	0.130130
4.187262	0.131131
4.206034	0.132132
4.224866	0.133133
4.243719	0.134134
4.262572	0.135135
4.281504	0.136136
4.300301	0.137137
4.318972	0.138138
4.337617	0.139139
4.356263	0.140140
4.374875	0.141141
4.393519	0.142142
4.412160	0.143143
4.430777	0.144144
4.449365	0.145145
4.467861	0.146146
4.486638	0.147147
4.505518	0.148148
4.524407	0.149149
4.543053	0.150150
4.561721	0.151151
4.580506	0.152152
4.599290	0.153153
4.618109	0.154154
4.636968	0.155155
4.655822	0.156156
4.674565	0.157157
4.693313	0.158158
4.712141	0.159159
4.731442	0.160160
4.750806	0.161161
4.770234	0.162162
4.789786	0.163163
4.809316	0.164164
4.828770	0.165165
4.848223	0.166166
4.867556	0.167167
4.886795	0.168168
4.906035	0.169169
4.925266	0.170170
4.944503	0.171171
4.964334	0.172172
4.984265	0.173173
5.004243	0.174174
5.024463	0.175175
5.044725	0.176176
5.065005	0.177177
5.085247	0.178178
5.105488	0.179179
5.125640	0.180180
5.145477	0.181181
5.165313	0.182182
5.185426	0.183183
5.205616	0.184184
5.225958	0.185185
5.246467	0.186186
5.266976	0.187187
5.287498	0.188188
5.308025	0.189189
5.328504	0.190190
5.348986	0.191191
5.369468	0.192192
5.389933	0.193193
5.410347	0.194194
5.430801	0.195195
5.451311	0.196196
5.471821	0.197197
5.492302	0.198198
5.512773	0.199199
5.533249	0.200200
5.553840	0.201201
5.574454	0.202202
5.594994	0.203203
5.615024	0.204204
5.634813	0.205205
5.654553	0.206206
5.674296	0.207207
5.694051	0.208208
5.713836	0.209209
5.733620	0.210210
5.753416	0.211211
5.773215	0.212212
5.792999	0.213213
5.812744	0.214214
5.832489	0.215215
5.851085	0.216216
5.869574	0.217217
5.887999	0.218218
5.906394	0.219219
5.924789	0.220220
5.943219	0.221221
5.961766	0.222222
5.980347	0.223223
5.998981	0.224224
6.017616	0.225225
6.036209	0.226226
6.054480	0.227227
6.072288	0.228228
6.089854	0.229229
6.106601	0.230230
6.123241	0.231231
6.139732	0.232232
6.156230	0.233233
6.172798	0.234234
6.189366	0.235235
6.206048	0.236236
6.223032	0.237237
6.240016	0.238238
6.257010	0.239239
6.274004	0.240240
6.290776	0.241241
6.307427	0.242242
6.323824	0.243243
6.340052	0.244244
6.356281	0.245245
6.372358	0.246246
6.387907	0.247247
6.403459	0.248248
6.419060	0.249249
6.434660	0.250250
6.450375	0.251251
6.466160	0.252252
6.481948	0.253253
6.497787	0.254254
6.513626	0.255255
6.529311	0.256256
6.544931	0.257257
6.560540	0.258258
6.576066	0.259259
6.591591	0.260260
6.607054	0.261261
6.622427	0.262262
6.637661	0.263263
6.652913	0.264264
6.668164	0.265265
6.683276	0.266266
6.698164	0.267267
6.713049	0.268268
6.727906	0.269269
6.742763	0.270270
6.757546	0.271271
6.772259	0.272272
6.786976	0.273273
6.801712	0.274274
6.816448	0.275275
6.831182	0.276276
6.845993	0.277277
6.860838	0.278278
6.875817	0.279279
6.890796	0.280280
6.905536	0.281281
6.920055	0.282282
6.934564	0.283283
6.949128	0.284284
6.963685	0.285285
6.978286	0.286286
6.992945	0.287287
7.007562	0.288288
7.022042	0.289289
7.036522	0.290290
7.051077	0.291291
7.065670	0.292292
7.080298	0.293293
7.094896	0.294294
7.109494	0.295295
7.124034	0.296296
7.138555	0.297297
7.153192	0.298298
7.167915	0.299299
7.182637	0.300300
7.197354	0.301301
7.212069	0.302302
7.226608	0.303303
7.241104	0.304304
7.255600	0.305305
7.270053	0.306306
7.284494	0.307307
7.298918	0.308308
7.313327	0.309309
7.327845	0.310310
7.342689	0.311311
7.357582	0.312312
7.372540	0.313313
7.387591	0.314314
7.402630	0.315315
7.417425	0.316316
7.432209	0.317317
7.447011	0.318318
7.461805	0.319319
7.476530	0.320320
7.491205	0.321321
7.505878	0.322322
7.520569	0.323323
7.535281	0.324324
7.550120	0.325325
7.565226	0.326326
7.580337	0.327327
7.595229	0.328328
7.609981	0.329329
7.624674	0.330330
7.639567	0.331331
7.655004	0.332332
7.670469	0.333333
7.685963	0.334334
7.701457	0.335335
7.717109	0.336336
7.732769	0.337337
7.748292	0.338338
7.763678	0.339339
7.779064	0.340340
7.794567	0.341341
7.810205	0.342342
7.825805	0.343343
7.841342	0.344344
7.856880	0.345345
7.872499	0.346346
7.888124	0.347347
7.903815	0.348348
7.920020	0.349349
7.936273	0.350350
7.952351	0.351351
7.968413	0.352352
7.984635	0.353353
8.000855	0.354354
8.017074	0.355355
8.033200	0.356356
8.049318	0.357357
8.065352	0.358358
8.081387	0.359359
8.097422	0.360360
8.113507	0.361361
8.129599	0.362362
8.145767	0.363363
8.162060	0.364364
