# CONVERGE 4.0.3/  Aug  6 2024       Run Date:Wed Jun  4 14:16:41 2025
# column        1                2                3                4                5                6                7                8                9               10               11               12               13
#           Crank               AR               N2               HE               H2                H               O2                O              H2O               OH              OHV             H2O2              HO2
#           (DEG)             (kg)             (kg)             (kg)             (kg)             (kg)             (kg)             (kg)             (kg)             (kg)             (kg)             (kg)             (kg)
#
   -3.7689565e+02    0.0000000e+00    1.2623968e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.8853904e-06    0.0000000e+00    2.1229665e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7679129e+02    0.0000000e+00    1.2606553e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.8827895e-06    0.0000000e+00    2.1200379e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7667790e+02    0.0000000e+00    1.2586374e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.8797759e-06    0.0000000e+00    2.1166445e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7656508e+02    0.0000000e+00    1.2565203e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.8766139e-06    0.0000000e+00    2.1130841e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7645116e+02    0.0000000e+00    1.2541881e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.8731308e-06    0.0000000e+00    2.1091621e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7633867e+02    0.0000000e+00    1.2518967e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.8697086e-06    0.0000000e+00    2.1053087e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7622478e+02    0.0000000e+00    1.2495036e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.8661345e-06    0.0000000e+00    2.1012843e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7611091e+02    0.0000000e+00    1.2470512e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.8624717e-06    0.0000000e+00    2.0971599e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7599912e+02    0.0000000e+00    1.2445973e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.8588068e-06    0.0000000e+00    2.0930332e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7588773e+02    0.0000000e+00    1.2421147e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.8550991e-06    0.0000000e+00    2.0888582e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7577390e+02    0.0000000e+00    1.2395479e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.8512656e-06    0.0000000e+00    2.0845417e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7566008e+02    0.0000000e+00    1.2369609e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.8474020e-06    0.0000000e+00    2.0801912e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7554903e+02    0.0000000e+00    1.2344272e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.8436179e-06    0.0000000e+00    2.0759303e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7543833e+02    0.0000000e+00    1.2318973e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.8398394e-06    0.0000000e+00    2.0716757e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7532455e+02    0.0000000e+00    1.2299178e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.8368831e-06    0.0000000e+00    2.0683469e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7521357e+02    0.0000000e+00    1.2273563e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.8330574e-06    0.0000000e+00    2.0640391e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7510701e+02    0.0000000e+00    1.2249012e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.8293907e-06    0.0000000e+00    2.0599104e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7500170e+02    0.0000000e+00    1.2224709e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.8257611e-06    0.0000000e+00    2.0558234e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7490193e+02    0.0000000e+00    1.2201671e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.8223204e-06    0.0000000e+00    2.0519491e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7479720e+02    0.0000000e+00    1.2177276e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.8186769e-06    0.0000000e+00    2.0478465e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7469673e+02    0.0000000e+00    1.2153908e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.8151871e-06    0.0000000e+00    2.0439169e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7450442e+02    0.0000000e+00    1.2108720e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.8084381e-06    0.0000000e+00    2.0363175e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7440179e+02    0.0000000e+00    1.2084258e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.8047848e-06    0.0000000e+00    2.0322038e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7430653e+02    0.0000000e+00    1.2060602e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.8012518e-06    0.0000000e+00    2.0282257e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7421619e+02    0.0000000e+00    1.2038657e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7979743e-06    0.0000000e+00    2.0245352e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7411819e+02    0.0000000e+00    1.2014519e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7943693e-06    0.0000000e+00    2.0204759e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7402543e+02    0.0000000e+00    1.1991543e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7909377e-06    0.0000000e+00    2.0166119e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7393180e+02    0.0000000e+00    1.1967987e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7874197e-06    0.0000000e+00    2.0126506e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7384477e+02    0.0000000e+00    1.1945975e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7841322e-06    0.0000000e+00    2.0089489e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7375502e+02    0.0000000e+00    1.1922985e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7806987e-06    0.0000000e+00    2.0050827e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7366898e+02    0.0000000e+00    1.1900760e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7773793e-06    0.0000000e+00    2.0013451e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7358589e+02    0.0000000e+00    1.1879159e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7741532e-06    0.0000000e+00    1.9977124e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7342594e+02    0.0000000e+00    1.1836166e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7677323e-06    0.0000000e+00    1.9904824e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7335094e+02    0.0000000e+00    1.1816263e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7647597e-06    0.0000000e+00    1.9871353e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7327736e+02    0.0000000e+00    1.1796613e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7618249e-06    0.0000000e+00    1.9838307e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7313360e+02    0.0000000e+00    1.1758025e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7560618e-06    0.0000000e+00    1.9773414e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7306374e+02    0.0000000e+00    1.1739191e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7532490e-06    0.0000000e+00    1.9741741e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7298841e+02    0.0000000e+00    1.1718849e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7502109e-06    0.0000000e+00    1.9707531e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7284124e+02    0.0000000e+00    1.1678799e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7442294e-06    0.0000000e+00    1.9640180e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7276881e+02    0.0000000e+00    1.1659030e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7412769e-06    0.0000000e+00    1.9606935e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7269690e+02    0.0000000e+00    1.1638440e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7382019e-06    0.0000000e+00    1.9572309e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7255758e+02    0.0000000e+00    1.1600490e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7325340e-06    0.0000000e+00    1.9508488e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7248865e+02    0.0000000e+00    1.1581769e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7297380e-06    0.0000000e+00    1.9477005e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7235306e+02    0.0000000e+00    1.1544990e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7242451e-06    0.0000000e+00    1.9415154e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7228645e+02    0.0000000e+00    1.1527002e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7215586e-06    0.0000000e+00    1.9384904e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7214794e+02    0.0000000e+00    1.1489821e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7160056e-06    0.0000000e+00    1.9322377e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7207415e+02    0.0000000e+00    1.1470097e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7130597e-06    0.0000000e+00    1.9289206e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7193006e+02    0.0000000e+00    1.1431735e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7073305e-06    0.0000000e+00    1.9224694e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7185884e+02    0.0000000e+00    1.1413040e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7045383e-06    0.0000000e+00    1.9193254e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7178847e+02    0.0000000e+00    1.1394717e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.7018017e-06    0.0000000e+00    1.9162440e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7164463e+02    0.0000000e+00    1.1357577e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6962548e-06    0.0000000e+00    1.9099982e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7157319e+02    0.0000000e+00    1.1339356e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6935336e-06    0.0000000e+00    1.9069340e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7142888e+02    0.0000000e+00    1.1303011e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6881054e-06    0.0000000e+00    1.9008218e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7135787e+02    0.0000000e+00    1.1285368e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6854705e-06    0.0000000e+00    1.8978550e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7128805e+02    0.0000000e+00    1.1267508e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6828031e-06    0.0000000e+00    1.8948514e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7114321e+02    0.0000000e+00    1.1232478e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6775714e-06    0.0000000e+00    1.8889604e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7106775e+02    0.0000000e+00    1.1214568e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6748965e-06    0.0000000e+00    1.8859485e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7099332e+02    0.0000000e+00    1.1197180e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6722996e-06    0.0000000e+00    1.8830243e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7084232e+02    0.0000000e+00    1.1162547e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6671272e-06    0.0000000e+00    1.8772002e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7076634e+02    0.0000000e+00    1.1145466e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6645761e-06    0.0000000e+00    1.8743276e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7068879e+02    0.0000000e+00    1.1128266e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6620073e-06    0.0000000e+00    1.8714351e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7054081e+02    0.0000000e+00    1.1095641e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6571347e-06    0.0000000e+00    1.8659486e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7047031e+02    0.0000000e+00    1.1080678e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6548999e-06    0.0000000e+00    1.8634322e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7039937e+02    0.0000000e+00    1.1065863e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6526874e-06    0.0000000e+00    1.8609409e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7025512e+02    0.0000000e+00    1.1036315e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6482744e-06    0.0000000e+00    1.8559718e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7018208e+02    0.0000000e+00    1.1021685e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6460895e-06    0.0000000e+00    1.8535115e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.7003582e+02    0.0000000e+00    1.0993110e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6418217e-06    0.0000000e+00    1.8487060e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6996265e+02    0.0000000e+00    1.0979141e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6397354e-06    0.0000000e+00    1.8463568e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6988273e+02    0.0000000e+00    1.0964131e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6374937e-06    0.0000000e+00    1.8438326e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6972126e+02    0.0000000e+00    1.0934473e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6330643e-06    0.0000000e+00    1.8388451e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6963994e+02    0.0000000e+00    1.0920024e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6309064e-06    0.0000000e+00    1.8364152e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6955827e+02    0.0000000e+00    1.0905776e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6287783e-06    0.0000000e+00    1.8340190e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6947773e+02    0.0000000e+00    1.0891920e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6267090e-06    0.0000000e+00    1.8316889e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6939719e+02    0.0000000e+00    1.0878298e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6246746e-06    0.0000000e+00    1.8293982e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6923110e+02    0.0000000e+00    1.0850933e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6205876e-06    0.0000000e+00    1.8247962e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6914643e+02    0.0000000e+00    1.0837382e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6185637e-06    0.0000000e+00    1.8225173e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6906250e+02    0.0000000e+00    1.0824166e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6165900e-06    0.0000000e+00    1.8202948e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6897735e+02    0.0000000e+00    1.0818234e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6157040e-06    0.0000000e+00    1.8192972e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6888997e+02    0.0000000e+00    1.0804913e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6137144e-06    0.0000000e+00    1.8170569e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6879825e+02    0.0000000e+00    1.0791205e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6116672e-06    0.0000000e+00    1.8147517e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6861551e+02    0.0000000e+00    1.0764624e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6076973e-06    0.0000000e+00    1.8102816e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6852393e+02    0.0000000e+00    1.0751695e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6057663e-06    0.0000000e+00    1.8081073e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6843262e+02    0.0000000e+00    1.0738987e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6038684e-06    0.0000000e+00    1.8059702e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6833979e+02    0.0000000e+00    1.0726250e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6019661e-06    0.0000000e+00    1.8038282e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6824679e+02    0.0000000e+00    1.0713803e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.6001072e-06    0.0000000e+00    1.8017350e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6814827e+02    0.0000000e+00    1.0700705e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.5981510e-06    0.0000000e+00    1.7995324e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6805623e+02    0.0000000e+00    1.0688418e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.5963160e-06    0.0000000e+00    1.7974662e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6795945e+02    0.0000000e+00    1.0675978e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.5944580e-06    0.0000000e+00    1.7953741e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6786404e+02    0.0000000e+00    1.0663864e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.5926488e-06    0.0000000e+00    1.7933369e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6776999e+02    0.0000000e+00    1.0652040e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.5908829e-06    0.0000000e+00    1.7913484e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6767621e+02    0.0000000e+00    1.0640447e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.5891515e-06    0.0000000e+00    1.7893989e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6757883e+02    0.0000000e+00    1.0628511e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.5873688e-06    0.0000000e+00    1.7873915e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6748207e+02    0.0000000e+00    1.0616792e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.5856186e-06    0.0000000e+00    1.7854208e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6738705e+02    0.0000000e+00    1.0605439e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.5839231e-06    0.0000000e+00    1.7835116e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6728800e+02    0.0000000e+00    1.0593729e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.5821741e-06    0.0000000e+00    1.7815423e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6719078e+02    0.0000000e+00    1.0582339e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.5804730e-06    0.0000000e+00    1.7796268e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6709293e+02    0.0000000e+00    1.0570725e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.5787385e-06    0.0000000e+00    1.7776738e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6699630e+02    0.0000000e+00    1.0559678e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.5770886e-06    0.0000000e+00    1.7758160e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6681029e+02    0.0000000e+00    1.0538507e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.5739267e-06    0.0000000e+00    1.7722556e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6671848e+02    0.0000000e+00    1.0528196e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.5723868e-06    0.0000000e+00    1.7705217e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6662738e+02    0.0000000e+00    1.0518043e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.5708704e-06    0.0000000e+00    1.7688142e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6653666e+02    0.0000000e+00    1.0507957e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.5693641e-06    0.0000000e+00    1.7671181e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6644714e+02    0.0000000e+00    1.0498101e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.5678922e-06    0.0000000e+00    1.7654607e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -3.6635879e+02    0.0000000e+00    1.0488436e-05    0.0000000e+00    0.0000000e+00    0.0000000e+00    1.5664486e-06    0.0000000e+00    1.7638352e-06    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
