# CONVERGE 4.0.3/  Aug  6 2024       Run Date:Wed Jun  4 14:16:41 2025
# column        1                2                3                4                5
#           Crank       Source_8_0       Source_8_0       Source_9_1       Source_9_1
#           (DEG)    Integrated_HR          HR_Rate    Integrated_HR          HR_Rate
#          (none)              (J)          (J/DEG)              (J)          (J/DEG)
   -2.0178159e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -2.0169843e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -2.0149602e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -2.0132973e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -2.0124657e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -2.0116340e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -2.0105944e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -2.0097689e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -2.0089374e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -2.0079601e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -2.0060895e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -2.0052581e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -2.0044266e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -2.0035950e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -2.0026806e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -2.0018492e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -2.0001980e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9993723e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9985465e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9976336e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9968023e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9958879e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9942250e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9933086e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9921956e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9912142e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9903828e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9895512e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9886388e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9878133e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9869818e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9852408e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9844093e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9835837e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9827520e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9819202e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9802563e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9792163e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9782372e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9773219e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9764962e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9756645e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9748386e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9731806e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9722651e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9714393e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9706074e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9695677e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9686527e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9678209e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9669890e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9653308e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9644986e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9635163e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9626844e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9616445e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9608184e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9599923e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9589596e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9570875e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9562555e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9552154e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9542999e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9534678e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9526355e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9516587e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9508265e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9498489e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9489349e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9472704e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9464379e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9456054e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9447788e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9437978e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9429656e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9419834e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9408697e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9392050e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9382236e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9373913e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9365589e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9357264e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9346859e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9338596e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9319868e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9303222e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9294898e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9285113e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9276791e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9266999e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9258677e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9242031e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9233707e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9225382e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9217057e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9208731e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9192077e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9183749e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9175420e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9167152e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9156816e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9148556e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9129835e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9111115e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9099982e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9081705e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9073445e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9065125e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9056863e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9048541e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9031955e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9023632e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9015307e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.9006982e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8998656e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8982063e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8973736e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8965469e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8957202e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8948934e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8930329e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8920529e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8911369e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8902202e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8893881e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8884068e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8875748e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8867486e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8857662e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8849340e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8831891e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8823568e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8815245e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8806921e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8798596e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8780470e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8772148e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8761745e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8753481e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8745158e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8736014e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8726218e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8717060e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8708737e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8692206e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8681873e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8673609e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8665284e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8655497e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8647232e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8638966e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8622373e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8614045e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8605717e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8597448e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8589179e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8572519e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8564188e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8555857e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8546700e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8538436e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8528105e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8519841e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8501704e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8492532e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8484267e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8476003e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8466838e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8457666e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8449402e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8439595e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8422105e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8412285e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8403963e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8395639e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8387315e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8379051e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8362460e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8354134e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8345808e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8337480e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8327072e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8318811e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8309638e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8293056e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8283229e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8273397e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8265136e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8256876e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8246549e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8237411e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8229151e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8218827e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8209683e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8190965e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8182646e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8174327e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8166006e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8157745e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8149483e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8132838e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8124514e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8116190e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8106415e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8098157e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8089013e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8072436e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8063294e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8053506e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8045247e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8036988e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8027189e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8017382e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.8009124e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7998800e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7988995e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7971506e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7963187e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7954868e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7946547e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7938286e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7921702e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7913379e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7905055e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7896730e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7886324e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7878065e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7868261e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7851682e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7842511e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7831378e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7823119e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7814859e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7805036e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7795855e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7787596e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7777813e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7766680e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7758360e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7747961e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7739642e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7723001e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7714739e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7706476e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7698153e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7689829e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7673179e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7662772e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7654513e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7644188e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7635928e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7627608e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7618440e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7608631e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7592110e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7582959e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7573800e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7565540e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7555215e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7546060e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7537740e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7527927e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7519607e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7502963e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7494700e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7486437e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7478112e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7469787e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7453135e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7442727e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7434466e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7425306e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7417045e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7408723e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7398940e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7387805e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7379543e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7360950e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7351156e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7342893e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7333101e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7323301e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7314978e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7304574e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7296251e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7287926e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7279601e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7263068e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7254741e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7246413e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7238084e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7229754e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7219937e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
   -1.7202492e+02    0.0000000e+00    0.0000000e+00    0.0000000e+00    0.0000000e+00
